Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
320,165537.0,0.0,99478.0,48.0,2273.0,664709.0,0.01,12.0,12.0,0.0,62757.43484020233,,,,0.20509435746385912,0.11837241979486465,0.7314387559890747,0.024074265733361244,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,152.73163,95.16032,496.66855,9.279596,0.600575854882864,0.868036047077922,1.7442753655504197,-2.5770657808162754,-0.007994594,0.652033,1.703976,-1.8466948
321,166040.0,0.0,99221.0,48.0,2011.0,666720.0,0.01,19.0,19.0,0.0,62919.14245605469,,,,0.1992438962131324,0.10926399886682157,0.6815029382705688,0.02919265255331993,1e-05,0.0,1e-05,1e-05,159.03767,105.80577,723.4547,16.455784,0.8826422565695741,0.5326130438916128,1.7806631510883482,-1.2352441131484753,0.048998594,0.64593506,1.7091479,-1.8800895
322,166512.0,0.0,98664.0,48.0,1888.0,668608.0,0.01,20.0,20.0,0.0,63065.92670202255,,,,0.19539162338221983,0.10355775117866763,0.624971866607666,0.026646526530385017,1e-05,0.0,1e-05,1e-05,146.5003,100.70692,814.92816,10.555846,0.9940110589455713,0.39566191416016355,1.7765559000562638,-0.4853694095438654,0.06987226,0.67573434,1.7126215,-1.9926249
323,167035.0,0.0,98883.0,48.0,2092.0,670700.0,0.01,15.0,15.0,0.0,63228.42826604843,,,,0.19625722074500118,0.10875021562231908,0.7007355690002441,0.01607155241072178,1e-05,0.0,1e-05,1e-05,147.93404,92.499344,523.6355,11.148728,0.7183333859397513,0.7971665365418347,1.7299712938856096,-2.467789662320562,0.010767016,0.6568097,1.6966679,-1.9135313
324,167643.0,0.0,98797.0,48.0,2432.0,673132.0,0.01,8.0,8.0,0.0,63427.43790912628,,,,0.19310715488513538,0.11047640411992458,0.8168045282363892,0.024098657071590424,1e-05,0.0,1e-05,1e-05,137.20427,91.618546,625.17993,12.378981,0.4194323163115278,0.9600589129497283,1.78522958550484,-2.610174955144283,-0.084989876,0.6183509,1.6558281,-1.8993284
325,168183.0,0.0,98870.0,48.0,2160.0,675292.0,0.01,12.0,12.0,0.0,63610.58359503746,,,,0.19275336091717085,0.11117917402290177,0.7514489889144897,0.016115929931402206,1e-05,0.0,1e-05,1e-05,134.69371,91.14874,548.8619,5.0858254,0.5865566504907539,0.8846313124636591,1.7365910926821928,-2.727345866401144,-0.057541166,0.67002255,1.684254,-1.9501481
326,168681.0,0.0,98413.0,48.0,1994.0,677286.0,0.01,19.0,19.0,0.0,63771.611822128296,,,,0.20082617927731639,0.11118777007619049,0.6101477742195129,0.027907347306609154,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,142.11552,97.94417,643.0388,8.622096,0.8829133148713004,0.5515921602689103,1.7578549725603074,-1.6464644534431567,0.031961285,0.6633473,1.683561,-2.0491326
327,169169.0,0.0,97626.0,48.0,1949.0,679235.0,0.01,20.0,20.0,0.0,63929.980711221695,,,,0.20193351069713888,0.11006525684581504,0.6544249057769775,0.024986140429973602,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,152.17557,101.01745,605.23004,7.15394,0.9347747374446513,0.4156839927438309,1.7000345358613234,-0.5882115806610104,0.090014204,0.60226226,1.7074709,-1.945055
328,169623.0,0.0,99444.0,49.0,1818.0,681053.0,0.01,21.0,21.0,0.0,64070.97336125374,,,,0.19190399249449439,0.11199735997092412,0.7539478540420532,0.025390248745679855,1e-05,0.0,1e-05,1e-05,142.50577,96.18642,871.1655,11.452379,1.063932465216836,0.30332165025570285,1.7763745529245347,0.4612219674180955,0.083662495,0.67873776,1.6895629,-1.9618233
329,170136.0,0.0,99676.0,49.0,2050.0,683103.0,0.01,17.0,17.0,0.0,64230.48821806908,,,,0.18543906920892686,0.10402126785167914,0.9211866855621338,0.018537351861596107,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,128.3278,90.38311,521.96643,9.181289,0.8141736843729308,0.6544990350738089,1.8244953246801516,-1.9153825939281606,0.011995493,0.6566221,1.6841304,-1.8619963
330,170650.0,0.0,99569.0,49.0,2056.0,685159.0,0.01,17.0,17.0,0.0,64390.12347102165,,,,0.19279954981798095,0.10889579888425224,0.6449755430221558,0.030463814735412598,1e-05,0.0,1e-05,1e-05,130.62201,82.01444,497.26236,8.202616,0.8067155468137479,0.5791675951282856,1.7373036589965754,-1.2941021575754816,0.037411768,0.6440436,1.7029471,-1.8773534
331,171155.0,0.0,99664.0,49.0,2020.0,687179.0,0.01,18.0,18.0,0.0,64552.80874013901,,,,0.19138411178742304,0.11700092446581009,0.7995363473892212,0.02069966495037079,1e-05,0.0,1e-05,1e-05,126.65356,90.771355,494.28625,10.295439,0.8537154231870533,0.5024793843161133,1.7606203300546617,-0.8160256382984555,0.0798292,0.62912315,1.6871581,-1.9970543
332,171714.0,0.0,99952.0,49.0,2238.0,689417.0,0.01,11.0,11.0,0.0,64734.09811091423,,,,0.19018751383494178,0.10322590596453816,0.5754526853561401,0.026927925646305084,1e-05,0.0,1e-05,1e-05,124.35549,84.766174,575.36017,17.153152,0.5531683279324624,0.7829609109369857,1.7814677243858488,-2.4029395592359273,-0.1026401,0.66880053,1.6615982,-2.0507703
333,172182.0,0.0,99317.0,49.0,1871.0,691288.0,0.01,20.0,20.0,0.0,64898.60474896431,,,,0.18289022652320883,0.1014933188340698,0.7571559548377991,0.02044760435819626,1e-05,0.0,1e-05,1e-05,139.76495,95.14248,494.80698,9.775516,0.9782399090287011,0.38499846010527,1.759574685771367,-0.3172474928983674,0.11829518,0.6057247,1.6368011,-1.7857103
334,172690.0,0.0,99222.0,49.0,2032.0,693320.0,0.01,16.0,16.0,0.0,65056.70992898941,,,,0.19339307221972685,0.11110255536022791,0.6110442280769348,0.014858987182378769,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,127.56513,92.10453,691.30853,6.544249,0.7666721110254964,0.6477905026028126,1.7465986055921525,-1.9657796919925832,-0.018889686,0.64643323,1.6461309,-1.9716046
335,173167.0,0.0,99311.0,49.0,1907.0,695227.0,0.01,19.0,19.0,0.0,68120.87964224815,,,,0.1749033793705502,0.1013634277771541,0.5545762181282043,0.019445225596427917,9.999999999999999e-06,1.6940658945086007e-21,1e-05,1e-05,127.54642,82.65246,495.359,9.199426,0.9502407663554996,0.5264241730017069,1.7791303438734025,-1.4379677131003077,0.0748476,0.6715271,1.698082,-1.8771902
336,173648.0,0.0,99259.0,49.0,1924.0,697151.0,0.01,18.0,18.0,0.0,68274.06711292267,,,,0.19045674202967583,0.10275204873589394,0.590583324432373,0.027905404567718506,1e-05,0.0,1e-05,1e-05,130.0545,82.137856,540.834,10.340296,0.9048113567266038,0.6141469729310877,1.7798108799051255,-2.010698623267035,0.07736674,0.6494377,1.6834475,-1.9285848
337,174136.0,0.0,99048.0,49.0,1954.0,699105.0,0.01,18.0,18.0,0.0,68436.0294520855,,,,0.19463323327697446,0.10503566596284657,0.7671381235122681,0.03424820676445961,1e-05,0.0,1e-05,1e-05,130.1142,83.542015,436.33618,9.97709,0.8856444105243261,0.5599322377053002,1.7743729991506547,-1.2639954938715632,0.059744004,0.6514001,1.6991924,-1.9166481
338,174623.0,0.0,99091.0,49.0,1949.0,701054.0,0.01,18.0,18.0,0.0,68589.22263908386,,,,0.18830793271380528,0.10112091953084858,0.6755207180976868,0.019079942256212234,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,133.18822,83.34252,519.2821,13.7215,0.8703531437705329,0.6471298335503504,1.779243533093831,-2.234096255210835,0.03114969,0.66281,1.6931554,-1.9413842
339,175078.0,0.0,99091.0,49.0,1818.0,702872.0,0.01,21.0,21.0,0.0,68746.03821516037,,,,0.1860800450093355,0.10637684660413653,0.5668116807937622,0.01740233227610588,1e-05,0.0,1e-05,1e-05,135.56882,94.905655,755.49927,6.026994,1.062626328478733,0.30611519704484086,1.8103602374171825,0.4612219674180955,0.100780345,0.668295,1.7024059,-1.8843979
340,175629.0,0.0,98898.0,49.0,2203.0,705075.0,0.01,14.0,14.0,0.0,68923.44138002396,,,,0.18974562413219748,0.10953546431075578,0.6940931081771851,0.027763091027736664,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,134.31485,92.71389,572.0139,7.331092,0.6583736027242694,0.7157033714452637,1.7473943574022264,-1.549177353075884,-0.038669243,0.6464284,1.6223835,-2.014784
341,176083.0,0.0,98880.0,49.0,1818.0,706893.0,0.01,21.0,21.0,0.0,69074.78632712364,,,,0.18809020219346106,0.1033311752043995,0.6510990858078003,0.023480664938688278,1e-05,0.0,1e-05,1e-05,120.5435,79.43785,474.21713,8.866567,1.0640863938308331,0.30490441777639643,1.7585578901361436,0.4612219674180955,0.10033304,0.6692912,1.7031761,-1.9130447
342,176656.0,0.0,99169.0,49.0,2292.0,709185.0,0.01,12.0,12.0,0.0,69269.18934392929,,,,0.1946688853334278,0.11056175367183768,0.6964701414108276,0.019678320735692978,1e-05,0.0,1e-05,1e-05,127.11549,87.687225,545.09686,8.393962,0.5590342012972932,0.919048658789776,1.8251716340159985,-2.623249843774039,-0.10506515,0.6982978,1.6498274,-2.0527794
343,177178.0,0.0,99369.0,49.0,2086.0,711271.0,0.01,15.0,15.0,0.0,69444.66519904137,,,,0.18845856377419612,0.10398001311344142,0.6422785520553589,0.016943639144301414,1e-05,0.0,1e-05,1e-05,129.9733,87.439606,555.23474,5.583308,0.7408570500840189,0.8183655423515448,1.7807137412618608,-2.6867411446717946,0.028019484,0.66798294,1.7068292,-2.0149407
344,177738.0,0.0,99792.0,49.0,2241.0,713512.0,0.01,12.0,12.0,0.0,69625.07311606407,,,,0.18700157541316004,0.1109093383907877,0.7336845397949219,0.0167812742292881,1e-05,0.0,1e-05,1e-05,120.31733,81.71349,423.09674,12.168934,0.5844134676476508,0.874658636957401,1.7784087104391069,-2.697621935906618,-0.06700824,0.6895004,1.6642448,-1.9887223
345,178251.0,0.0,97602.0,48.0,2051.0,715563.0,0.01,15.0,15.0,0.0,69787.06778120995,,,,0.200725272432202,0.11057929255709385,0.6666961312294006,0.02519337460398674,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,116.59136,77.80068,444.06985,8.71025,0.7107342856879203,0.6853595022957021,1.8837381666988948,-2.2299684782218416,-0.07647687,0.65456057,1.6386814,-1.976599
346,178705.0,0.0,99420.0,49.0,1818.0,717381.0,0.01,21.0,21.0,0.0,69937.44637012482,,,,0.19553295633292014,0.11254284436402204,0.8892136216163635,0.016573326662182808,1e-05,0.0,1e-05,1e-05,112.34678,81.154015,577.5338,4.655978,1.0638685193988608,0.3091147454478778,1.7856312578350217,0.40589359902191824,0.10641259,0.66940063,1.7169806,-1.9109305
347,179287.0,0.0,99561.0,49.0,2327.0,719708.0,0.01,13.0,13.0,0.0,70119.41661405563,,,,0.19220315452818712,0.11261360230478681,0.6237252354621887,0.02586757019162178,1e-05,0.0,1e-05,1e-05,101.98503,73.04264,492.73965,9.853534,0.6114300176911825,0.8333736781681356,1.795557371712039,-2.561235857446142,-0.0031774587,0.64523596,1.6809349,-1.9042003
348,179741.0,0.0,99165.0,49.0,1818.0,721526.0,0.01,21.0,21.0,0.0,70267.61166715622,,,,0.1858475001422188,0.10543458388405964,0.5967933535575867,0.026248812675476074,1e-05,0.0,1e-05,1e-05,103.23243,68.42652,425.37338,6.5731654,1.062575611116532,0.3023834670641057,1.7714996380399675,0.4612219674180955,0.11170067,0.6685852,1.7063633,-1.9603992
349,180259.0,0.0,99419.0,49.0,2071.0,723597.0,0.01,16.0,16.0,0.0,70443.44610095024,,,,0.1845634617091551,0.10682222495943146,0.5934288501739502,0.022887203842401505,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,99.03758,69.62314,408.84457,8.796874,0.7562588250178565,0.620739339866915,1.7561170203279466,-1.2723038449114497,0.014221666,0.62570214,1.6484563,-1.8647132
350,180872.0,0.0,99554.0,49.0,2451.0,726048.0,0.01,12.0,12.0,0.0,70645.33525395393,,,,0.2006720043384572,0.11429681740168275,0.6958958506584167,0.025084204971790314,1e-05,0.0,1e-05,1e-05,98.37243,75.469536,510.9642,4.570725,0.5357229498648547,0.7424621220191989,1.7745549598696928,-1.8500280114159358,-0.09604621,0.658868,1.6634595,-2.0862424
351,181326.0,0.0,99554.0,49.0,1818.0,727866.0,0.01,21.0,21.0,0.0,70809.86835098267,,,,0.18921690623764162,0.10195180494956077,0.7165884971618652,0.027999557554721832,1e-05,0.0,1e-05,1e-05,108.94897,74.158485,436.1372,10.3018465,1.0631420239986504,0.30737381577399897,1.78138199873676,0.4612219674180955,0.11238452,0.6672485,1.6953266,-1.8792355
352,181803.0,0.0,99355.0,49.0,1907.0,729773.0,0.01,19.0,19.0,0.0,70959.41057300568,,,,0.18507588512318976,0.10452615548815648,0.7851376533508301,0.01995616778731346,1e-05,0.0,1e-05,1e-05,104.57051,71.39718,488.3525,8.754081,0.9455781435365492,0.5100084056243133,1.7812358481477708,-1.274207945091122,0.1054737,0.6456401,1.7226937,-1.8252256
353,182376.0,0.0,99827.0,49.0,2290.0,732063.0,0.01,12.0,12.0,0.0,71147.61643314362,,,,0.1794881060960041,0.1006591860644739,0.5794709920883179,0.018844181671738625,1e-05,0.0,1e-05,1e-05,105.125534,71.19882,398.6876,9.330437,0.5713135126281272,0.8118008391874023,1.7627983731817216,-2.43113876885015,-0.0866438,0.6968063,1.6632409,-2.087424
354,182864.0,0.0,99962.0,49.0,1952.0,734015.0,0.01,18.0,18.0,0.0,71306.41958808899,,,,0.18995943530004655,0.10894124548419414,0.656857967376709,0.01914694719016552,1e-05,0.0,1e-05,1e-05,111.81961,77.794495,498.65762,8.280851,0.8842117443497974,0.5549897368273037,1.7624648851942033,-1.3963750613771548,0.090274654,0.63372934,1.6759751,-2.034272
355,183381.0,0.0,97961.0,48.0,2071.0,736086.0,0.01,16.0,16.0,0.0,71468.71771907806,,,,0.20256827225119625,0.11644495081715948,0.798484742641449,0.029868079349398613,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,111.340866,81.238785,491.23547,11.719717,0.7430082467150373,0.7452034063566981,1.7428334397863359,-2.3635981828548496,-0.050372124,0.66729754,1.5981846,-1.9285865
356,183942.0,0.0,98151.0,48.0,2243.0,738329.0,0.01,13.0,13.0,0.0,71644.44161605835,,,,0.1975638797440167,0.10643540549497149,0.6722005605697632,0.02938571572303772,1e-05,0.0,1e-05,1e-05,100.42395,71.396645,441.4956,5.7227,0.6288635071539489,0.7647584763319236,1.7917048128336093,-2.562282577214438,-0.032386675,0.6677903,1.6766376,-2.010784
357,184448.0,0.0,98284.0,48.0,2022.0,740351.0,0.01,16.0,16.0,0.0,71813.64256310463,,,,0.20239162284939774,0.10862159847829296,0.6685771942138672,0.015648595988750458,1e-05,0.0,1e-05,1e-05,111.64255,78.524895,462.99387,7.8717966,0.7895326882654697,0.7343417454364052,1.7759743718276944,-2.18033255154972,0.057036597,0.649378,1.6498467,-2.007609
358,185122.0,0.0,98640.0,48.0,2699.0,743050.0,0.01,4.0,4.0,0.0,72024.8673760891,,,,0.2077750531011413,0.10620676251073058,0.7017011642456055,0.022909963503479958,1e-05,0.0,1e-05,1e-05,107.47742,74.673645,673.28,7.344711,0.27745778432371526,1.0184144950091445,1.7318003002169828,-2.7889980525352542,-0.22098061,0.7093286,1.6264287,-2.089603
359,185577.0,0.0,98587.0,48.0,1818.0,744868.0,0.01,21.0,21.0,0.0,72180.73279833794,,,,0.20842919101126262,0.1189683200109988,0.669198751449585,0.027364499866962433,1e-05,0.0,1e-05,1e-05,103.473114,77.60294,440.7652,7.2449093,1.0682309454239345,0.30588072651184667,1.78149745293369,0.45799004410848676,0.13085611,0.6604762,1.7144533,-1.8671577
360,186032.0,0.0,98374.0,48.0,1819.0,746687.0,0.01,21.0,21.0,0.0,72344.1655049324,,,,0.20372325521740284,0.1073638889016619,0.6853234171867371,0.030168667435646057,1e-05,0.0,1e-05,1e-05,111.26198,73.74908,465.5786,5.026439,1.060032698482587,0.30881213930691026,1.8896717818468234,0.3006868062284461,0.13279584,0.6528054,1.7099907,-1.9183693
361,186606.0,0.0,98172.0,48.0,2298.0,748985.0,0.01,12.0,12.0,0.0,72524.6866569519,,,,0.20116399877902627,0.11031302498969893,0.8025288581848145,0.02164030261337757,1e-05,0.0,1e-05,1e-05,119.14866,81.60209,521.18835,9.258944,0.5771928232917228,0.8530561232348293,1.720318776703189,-2.4831043847473664,-0.0030639444,0.6497726,1.6892755,-2.032038
362,187074.0,0.0,98095.0,48.0,1870.0,750855.0,0.01,20.0,20.0,0.0,72672.01683616638,,,,0.19862588243877405,0.11383221872129393,0.6562732458114624,0.02071477845311165,1e-05,0.0,1e-05,1e-05,108.60325,69.82548,414.35397,9.303388,1.006834484818859,0.40715342417915396,1.7810467822145433,-0.6875256838953023,0.13042836,0.6536185,1.7153139,-1.8897378
363,187693.0,0.0,98736.0,48.0,2478.0,753333.0,0.01,-5.0,-5.0,0.0,72866.91796922684,,,,0.21251981795700764,0.11374014416701408,0.7184941172599792,0.03460729122161865,1e-05,0.0,1e-05,1e-05,88.90083,71.132576,516.52515,5.2299647,0.059033203431198146,1.1907369103864667,1.7493639630865068,-2.6392198148395707,-0.14710875,0.6885676,1.6389835,-1.9935341
364,188197.0,0.0,98915.0,48.0,2015.0,755348.0,0.01,16.0,16.0,0.0,73025.54178714752,,,,0.2247750910871204,0.12526513104716855,0.7083501219749451,0.02095910534262657,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,109.6227,74.92407,491.74118,7.1201673,0.7903772338498269,0.6435653147467015,1.7620769185613603,-1.2647054276602305,0.07602708,0.6191794,1.6760834,-1.9317572
365,188691.0,0.0,99074.0,48.0,1977.0,757325.0,0.01,17.0,17.0,0.0,73195.4033908844,,,,0.2177516422441855,0.10984094648188106,0.6335270404815674,0.025860421359539032,1e-05,0.0,1e-05,1e-05,116.51541,78.21262,415.38058,7.5968714,0.8323038802542938,0.5601089045335437,1.7648559601991793,-1.3381014122790034,0.095508195,0.5698554,1.669828,-1.8612959
366,189183.0,0.0,98959.0,48.0,1969.0,759294.0,0.01,18.0,18.0,0.0,73350.87387800217,,,,0.23229310219365407,0.12754502019379968,0.9378255009651184,0.03242560476064682,1e-05,0.0,1e-05,1e-05,105.640434,81.564354,615.7631,6.1660833,0.8835926221792909,0.5560407683276068,1.7814931315969438,-1.543652191745055,0.0965751,0.6475131,1.7197331,-1.8532814
367,189715.0,0.0,98983.0,48.0,2125.0,761419.0,0.01,13.0,13.0,0.0,73533.98359918594,,,,0.22108709262140278,0.11365624259551207,0.6292769908905029,0.023299366235733032,1e-05,0.0,1e-05,1e-05,118.116806,81.35814,481.9123,7.0062575,0.6656575543567078,0.8498055684668281,1.7664461178373307,-2.6206694784786393,0.052960444,0.635505,1.6879333,-1.7902881
368,190218.0,0.0,98723.0,48.0,2013.0,763432.0,0.01,16.0,16.0,0.0,73692.56843590736,,,,0.21257034738068553,0.11445353165482322,0.7393837571144104,0.027704620733857155,1e-05,0.0,1e-05,1e-05,110.24009,79.39048,601.7002,5.13479,0.7976807321339243,0.7250990577665013,1.752800468881032,-2.1606266946174686,0.070549466,0.6273344,1.6553655,-1.9059917
369,190730.0,0.0,98759.0,48.0,2047.0,765479.0,0.01,18.0,18.0,0.0,73866.61718511581,,,,0.21089621034479933,0.10789300982942554,0.5977232456207275,0.01489158347249031,1e-05,0.0,1e-05,1e-05,118.89891,83.344215,573.4168,5.462917,0.8366567595706086,0.5144298050563996,1.7492164415906877,-0.8994868633312619,0.06167415,0.62368876,1.6579132,-2.1102424
370,191184.0,0.0,98689.0,48.0,1818.0,767297.0,0.01,21.0,21.0,0.0,74009.16652011871,,,,0.2090596083207015,0.11109284949832783,0.7687892913818359,0.028129346668720245,1e-05,0.0,1e-05,1e-05,116.86596,77.17048,545.0886,10.980934,1.0722176413056912,0.3037831625073085,1.8218191594045365,0.4612219674180955,0.14303811,0.6615225,1.7282606,-1.8849398
371,191714.0,0.0,98716.0,48.0,2119.0,769416.0,0.01,16.0,16.0,0.0,74181.99929213524,,,,0.2138421183311433,0.1104548420097717,0.7801182270050049,0.01910024881362915,1e-05,0.0,1e-05,1e-05,114.96083,74.68613,370.46573,10.356016,0.7530640001783159,0.7616981015160117,1.8221636505811831,-2.443636143508165,0.012551913,0.67361474,1.6846738,-1.9760401
372,192164.0,0.0,98085.0,48.0,1801.0,771217.0,0.01,21.0,21.0,0.0,74326.97362709045,,,,0.20909060060150095,0.11749638962879132,0.7713848352432251,0.02925586700439453,1e-05,0.0,1e-05,1e-05,114.05978,75.75527,482.5683,6.7270994,1.0694092836176186,0.3049608028619218,1.7817722899507493,0.431488972058357,0.12737226,0.65509045,1.7164426,-1.9211406
373,192680.0,0.0,97990.0,48.0,2065.0,773282.0,0.01,15.0,15.0,0.0,74499.24997019768,,,,0.21405570235016735,0.1151255478987459,0.6216405630111694,0.026673223823308945,1e-05,0.0,1e-05,1e-05,98.82152,65.64739,574.17725,9.4314995,0.7302967475527745,0.7153322707161491,1.837399700082394,-2.0722824384164293,0.011539679,0.6615844,1.6555914,-2.0079865
374,193159.0,0.0,99904.0,49.0,1914.0,775196.0,0.01,20.0,20.0,0.0,74667.24721813202,,,,0.1967117755194526,0.10759022517748293,0.6738536357879639,0.029526127502322197,1e-05,0.0,1e-05,1e-05,102.25796,71.01646,401.83212,9.116031,0.9812624653876081,0.4053764145197222,1.7696458143781633,-0.5248294804464306,0.14398187,0.6292548,1.7231373,-1.7796714
375,193706.0,0.0,98149.0,48.0,2188.0,777384.0,0.01,15.0,15.0,0.0,74851.3216021061,,,,0.19336556040186442,0.10693905965324677,0.79123455286026,0.021752100437879562,1e-05,0.0,1e-05,1e-05,100.79452,70.65455,410.85135,5.8468537,0.704545632442256,0.7668199976862786,1.7538588685583085,-2.0625801390356475,0.06275154,0.62854016,1.6807406,-2.0188775
376,194196.0,0.0,98290.0,48.0,1959.0,779343.0,0.01,18.0,18.0,0.0,75026.1708509922,,,,0.2013919326001588,0.11085381767499455,0.7670813798904419,0.02221435308456421,1e-05,0.0,1e-05,1e-05,105.485085,75.18858,495.616,7.7463517,0.9052138626191844,0.5584633327079686,1.7813681108545274,-1.440696150801323,0.13395622,0.6411064,1.7194961,-1.8246505
377,194724.0,0.0,98355.0,48.0,2115.0,781458.0,0.01,17.0,17.0,0.0,75207.43526291847,,,,0.21138208744356013,0.10786233573582366,0.6398532390594482,0.029884232208132744,9.999999999999999e-06,1.6940658945086007e-21,1e-05,1e-05,107.85479,75.34503,492.9739,7.3480554,0.7880126147785167,0.6056336540296585,1.7461310667585344,-1.2404174077430834,0.09676676,0.60187984,1.668132,-1.9470896
378,195201.0,0.0,98206.0,48.0,1907.0,783365.0,0.01,19.0,19.0,0.0,75362.71339225769,,,,0.20179402338685232,0.10940117839130621,0.6504145860671997,0.02187984436750412,1e-05,0.0,1e-05,1e-05,107.446594,70.88349,457.1863,7.663287,0.9611131132834013,0.5206031789592337,1.7817651075910539,-1.4015387251204188,0.13994317,0.6492105,1.719917,-1.945951
379,195656.0,0.0,98004.0,48.0,1818.0,785183.0,0.01,21.0,21.0,0.0,75521.99431014061,,,,0.19902379061658304,0.11304215592529192,0.7757333517074585,0.02020532451570034,1e-05,0.0,1e-05,1e-05,102.25244,73.92618,454.4988,6.6582437,1.0721371193925628,0.3044980418263332,1.7821449679922075,0.4612219674180955,0.15102272,0.6574448,1.7297615,-1.8978438
380,196110.0,0.0,99821.0,49.0,1817.0,787000.0,0.01,21.0,21.0,0.0,75668.8865480423,,,,0.2010617839246332,0.1008012071971859,0.5751229524612427,0.03217299282550812,1e-05,0.0,1e-05,1e-05,101.830154,72.24231,581.22943,9.194385,1.0717095255482412,0.3033269503237369,1.7821394843648881,0.37526836070138425,0.14542514,0.6619569,1.7314253,-1.8873693
381,196614.0,0.0,99599.0,49.0,2016.0,789016.0,0.01,16.0,16.0,0.0,75829.41894507408,,,,0.19932675701270383,0.10273564743699304,0.6173460483551025,0.02214297279715538,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,101.22233,68.35385,424.6699,5.9330354,0.7831746172312036,0.5770816978879589,1.7565682274888963,-1.259636457187527,0.04262743,0.6294361,1.620267,-1.8749611
382,197126.0,0.0,99776.0,49.0,2048.0,791064.0,0.01,14.0,14.0,0.0,75998.04990506172,,,,0.19592609876235656,0.10047695507717122,0.6410340070724487,0.015429160557687283,1e-05,0.0,1e-05,1e-05,102.79982,73.64669,417.03476,6.312836,0.7115608581261645,0.7670237959918318,1.7557407958101243,-2.0690057075592274,0.04971652,0.6241623,1.6491787,-1.931159
383,197808.0,0.0,98566.0,48.0,2729.0,793793.0,0.01,-1.0,-1.0,0.0,76240.14160823822,,,,0.1944041039352237,0.10183832816142317,0.654758095741272,0.022191300988197327,1e-05,0.0,1e-05,1e-05,96.068954,64.60231,449.384,6.2440543,0.16243055283272853,1.2100774264374785,1.7802104992460221,-2.715699536044546,-0.093041204,0.6717382,1.6774437,-1.9288362
384,198380.0,0.0,98930.0,48.0,2288.0,796081.0,0.01,9.0,9.0,0.0,76430.2059431076,,,,0.22093799986088505,0.12347682614413417,0.7257042527198792,0.022308284416794777,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,102.90445,75.15512,542.32544,8.959556,0.47316998342861466,0.9215247326955218,1.73517676386864,-2.606807534455839,-0.10245805,0.662095,1.6683426,-1.9283819
385,198936.0,0.0,99201.0,48.0,2225.0,798306.0,0.01,13.0,13.0,0.0,76610.74088907242,,,,0.22784738237936075,0.12745611281634864,0.7712084054946899,0.021947499364614487,1e-05,0.0,1e-05,1e-05,99.177505,65.22045,342.2107,6.6374884,0.6369807993524645,0.901386384816364,1.8602902682512423,-2.513853253140804,0.017905451,0.6730914,1.7075838,-1.9555428
386,199490.0,0.0,99468.0,48.0,2216.0,800522.0,0.01,13.0,13.0,0.0,76788.77776622772,,,,0.2324740556127663,0.13849187409977523,0.8162409067153931,0.028289519250392914,1e-05,0.0,1e-05,1e-05,99.31958,71.5231,438.22562,6.995382,0.6609325189884039,0.8753157823166181,1.7703886372636766,-2.2621647690128763,0.06419603,0.650878,1.7395037,-1.9484643
387,199945.0,0.0,99467.0,48.0,1817.0,802339.0,0.01,21.0,21.0,0.0,76936.47882008553,,,,0.23976683349549638,0.13389557088651052,0.85990309715271,0.016847195103764534,1e-05,0.0,1e-05,1e-05,101.479195,70.72048,415.05865,5.6584225,1.070709947580094,0.3074985139877054,1.7827919168065995,0.37663117061275453,0.16022885,0.65068406,1.7241248,-1.8857855
388,200399.0,0.0,99081.0,48.0,1817.0,804156.0,0.01,21.0,21.0,0.0,77082.45567011833,,,,0.24412701159945405,0.13012201219865735,0.7332285642623901,0.019192863255739212,1e-05,0.0,1e-05,1e-05,94.318146,66.73783,424.9122,7.5420213,1.0701751957315713,0.3000629650581954,1.7830320341180772,0.3699765131892583,0.15679389,0.6551214,1.7287115,-1.8357992
