Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
388,196397.0,0.0,98243.0,49.0,2365.0,788589.0,0.01,-6.0,-6.0,0.0,75794.21976232529,,,,0.15857236414782186,0.08799846938893405,0.6420506834983826,0.018281182274222374,1e-05,0.0,1e-05,1e-05,66.679146,52.228508,318.564,5.2242265,0.016390961380426713,1.0803521453162506,1.7257248381140928,-2.516871310082297,-0.25643665,0.5832551,1.6094381,-2.0049133
389,196865.0,0.0,97981.0,49.0,1874.0,790463.0,0.01,20.0,20.0,0.0,75952.66258716583,,,,0.18049556429649138,0.09391908200225048,0.5356521010398865,0.02048012986779213,1e-05,0.0,1e-05,1e-05,72.38986,58.177883,433.1916,4.719291,1.004020288379859,0.372420403044201,1.7303819874289732,-0.3429828686148735,0.11787523,0.59158415,1.6651632,-1.6575618
390,197369.0,0.0,99997.0,50.0,2016.0,792479.0,0.01,16.0,16.0,0.0,76110.65564203262,,,,0.17870669470911116,0.09329281539146374,0.4903094172477722,0.01934204064309597,1e-05,0.0,1e-05,1e-05,75.88678,58.12721,377.58957,3.7590048,0.7868664221453517,0.5821001549357443,1.8101561511134716,-1.6033049850886996,-0.019755458,0.5989249,1.6511325,-1.8437779
391,197856.0,0.0,99746.0,50.0,1946.0,794425.0,0.01,18.0,18.0,0.0,76274.70248007774,,,,0.16971452900595627,0.08854635005793528,0.45768672227859497,0.012863853946328163,1e-05,0.0,1e-05,1e-05,78.37937,61.1949,470.63864,5.448837,0.9022335911597565,0.5264510224150426,1.7395991230582806,-1.210185225231045,0.098020226,0.58787054,1.6679358,-1.6205877
392,198340.0,0.0,99502.0,50.0,1938.0,796363.0,0.01,17.0,17.0,0.0,76425.9392850399,,,,0.17058854428127654,0.09124599129438862,0.6051381230354309,0.028143316507339478,1e-05,0.0,1e-05,1e-05,75.48228,58.65536,374.56082,5.754469,0.8350493540746714,0.6612314997409321,1.7498995581629972,-1.9643797109944863,0.038094234,0.5603274,1.589653,-1.594814
393,198991.0,0.0,98023.0,49.0,2604.0,798967.0,0.01,2.0,2.0,0.0,76639.10813307762,,,,0.1786267171255671,0.09166984872982692,0.5897968411445618,0.022628776729106903,1e-05,0.0,1e-05,1e-05,68.187004,60.265705,356.22977,2.6019928,0.27780849376946265,1.1299470541202108,1.7221652487281065,-2.572198457327704,-0.061139178,0.5799679,1.6722839,-1.7123094
394,199452.0,0.0,99864.0,50.0,1841.0,800808.0,0.01,20.0,20.0,0.0,76799.2391679287,,,,0.18459278882440666,0.09678299411067322,0.4883928894996643,0.021940890699625015,9.999999999999999e-06,1.6940658945086007e-21,1e-05,1e-05,67.63501,59.58768,365.35013,2.5684261,1.006298783747436,0.37991255873245455,1.7707480931853863,-0.2833044519706245,0.112693965,0.57798004,1.6022004,-1.5049264
395,200006.0,0.0,98236.0,49.0,2218.0,803026.0,0.01,13.0,13.0,0.0,76972.92978811264,,,,0.17335060266071817,0.09173267419111843,0.4897676110267639,0.013970419764518738,1e-05,0.0,1e-05,1e-05,75.39928,56.565872,376.871,2.8071487,0.627248941685441,0.660170874873283,1.7648365939235302,-1.2865892901247675,-0.06883975,0.6083503,1.6570275,-1.93529
396,200623.0,0.0,98880.0,49.0,2467.0,805493.0,0.01,7.0,7.0,0.0,77172.42718625069,,,,0.18420846279517322,0.09461910582584689,0.5647554993629456,0.01176991406828165,1e-05,0.0,1e-05,1e-05,78.03039,58.238506,363.40375,3.3838756,0.4376317243755459,1.0311402495584177,1.7383129652553992,-2.3202283755524777,-0.011860619,0.58421963,1.654195,-1.6653947
397,201182.0,0.0,99160.0,49.0,2235.0,807728.0,0.01,13.0,13.0,0.0,77353.78250813484,,,,0.19717469143686225,0.10182831834915226,0.5367394089698792,0.020864281803369522,1e-05,0.0,1e-05,1e-05,75.827126,62.15487,400.23892,3.4071643,0.6322879971256519,0.6934308342263693,1.7119041303160887,-1.3982732854653837,-0.06868978,0.60639864,1.6526712,-1.8196096
398,201642.0,0.0,99195.0,49.0,1840.0,809568.0,0.01,20.0,20.0,0.0,77497.84036397934,,,,0.19702147920818433,0.09571409719423682,0.5668718218803406,0.031320489943027496,9.999999999999999e-06,1.6940658945086007e-21,1e-05,1e-05,82.673706,56.593376,310.93814,5.49809,1.0117219768816161,0.37797928710290646,1.7319014290335875,-0.21681659315577462,0.11246275,0.58869034,1.6717064,-1.5461079
399,202118.0,0.0,98596.0,49.0,1952.0,811471.0,0.01,,,0.0,77722.5096912384,,,,,,,,,,,,,,,,,,,,0.114691064,0.59266883,1.6500158,-1.5853754
400,202573.0,0.0,98615.0,49.0,1824.0,813295.0,0.01,20.0,20.0,0.0,77864.86114621162,14.2,14.2,0.0,0.18446001165679524,0.09110931743692537,0.526213526725769,0.020344235002994537,1e-05,0.0,1e-05,1e-05,76.065384,57.892986,393.90402,5.41407,1.018155166348835,0.3817347972461744,1.732054136133502,-0.4141214254307798,0.111857876,0.5873209,1.6787431,-1.601931
401,203079.0,0.0,98698.0,49.0,2022.0,815317.0,0.01,17.0,17.0,0.0,78035.43782305717,,,,0.18566093773092374,0.09523909110211365,0.6175652742385864,0.0214897021651268,1e-05,0.0,1e-05,1e-05,92.90181,62.37615,397.99353,5.655903,0.8302674105005741,0.5687893296374786,1.7471899608138304,-1.2238448840233809,0.037997127,0.5886583,1.6422507,-1.7950448
402,203559.0,0.0,98664.0,49.0,1919.0,817236.0,0.01,20.0,20.0,0.0,78190.5676112175,,,,0.18319208247897525,0.09113020052214063,0.5748879909515381,0.024946965277194977,1e-05,0.0,1e-05,1e-05,90.032814,65.52699,409.0545,6.2714143,0.9844031799031957,0.41873274249085485,1.7971731017681016,-0.4530670364471099,0.11875647,0.58578324,1.6466949,-1.6489098
403,204142.0,0.0,98862.0,49.0,2332.0,819568.0,0.01,11.0,11.0,0.0,78385.71357512474,,,,0.17845711890627242,0.09105644106869427,0.554980993270874,0.018332652747631073,1e-05,0.0,1e-05,1e-05,90.05315,66.17736,348.1448,6.2244496,0.5710530289767098,0.8176785104622075,1.8412995186195307,-1.9725671678886263,-0.00074163364,0.5883732,1.6351676,-1.7234455
404,204637.0,0.0,99022.0,49.0,1983.0,821551.0,0.01,16.0,16.0,0.0,78546.98387908936,,,,0.18377429268539253,0.09450132875718784,0.4854469895362854,0.015288726426661015,1e-05,0.0,1e-05,1e-05,90.57448,67.325134,370.9867,4.152199,0.7960928312930114,0.6592150015536008,1.8123048985576244,-2.0557793222936196,-0.03765666,0.6291677,1.6263394,-1.8908684
405,205299.0,0.0,99752.0,49.0,2645.0,824196.0,0.01,-1.0,-1.0,0.0,78761.1216571331,,,,0.18083884789356214,0.09508734609819772,0.830822765827179,0.014767847955226898,1e-05,0.0,1e-05,1e-05,87.203674,63.722996,389.36874,3.6229255,0.15770352406050245,0.9444000047053008,1.7114925006392698,-2.3933533381927483,-0.22069596,0.56974596,1.5723075,-1.8680065
406,205754.0,0.0,99734.0,49.0,1823.0,826019.0,0.01,21.0,21.0,0.0,78903.89509415627,,,,0.20534879830102998,0.1100510840492172,0.7392612099647522,0.021634403616189957,1e-05,0.0,1e-05,1e-05,87.97129,63.631542,374.4497,5.1586337,1.0674642156100482,0.3028517355113047,1.7280816355708342,0.4612219674180955,0.15130456,0.5864915,1.6352443,-1.5463074
407,206215.0,0.0,99654.0,49.0,1842.0,827861.0,0.01,20.0,20.0,0.0,79048.4148042202,,,,0.19821178697697495,0.10707675951073752,0.5865232944488525,0.032750342041254044,9.999999999999999e-06,1.6940658945086007e-21,1e-05,1e-05,89.62984,63.315247,359.20236,6.3577533,1.013036657334803,0.37745217962129163,1.7238542953494291,-0.2524316140150408,0.12196324,0.5836655,1.6362448,-1.6298747
408,206689.0,0.0,99620.0,49.0,1895.0,829756.0,0.01,18.0,18.0,0.0,79207.10401201248,,,,0.19985247413600296,0.10009317893081068,0.5906990766525269,0.02462923526763916,1e-05,0.0,1e-05,1e-05,94.2905,68.84808,430.45404,4.470168,0.8889299957688145,0.5428231760025988,1.7379323091850214,-1.456272895557278,-0.01797718,0.60738957,1.5879637,-1.7477167
409,207159.0,0.0,99678.0,49.0,1880.0,831636.0,0.01,19.0,19.0,0.0,79360.28922915459,,,,0.20217355937558285,0.10062681237177852,0.5432568788528442,0.036113426089286804,1e-05,0.0,1e-05,1e-05,83.081116,62.820576,332.82547,4.867692,0.9576943616527107,0.44546058082357654,1.7329764584067564,-0.4866248472756083,0.083787516,0.5874928,1.6014787,-1.6434408
410,207651.0,0.0,99447.0,49.0,1971.0,833607.0,0.01,19.0,19.0,0.0,79519.8665342331,,,,0.20409554389222123,0.10231880205228132,0.6397595405578613,0.032726287841796875,1e-05,0.0,1e-05,1e-05,90.01069,68.923584,469.81082,4.8418255,0.9339021840066076,0.47304870577625885,1.7264960328105192,-0.6389195381667814,0.13268906,0.577374,1.6322327,-1.7003927
411,208145.0,0.0,98833.0,49.0,1973.0,835580.0,0.01,19.0,19.0,0.0,79687.66487908363,,,,0.19488634357633142,0.09846004427050106,0.6301133632659912,0.019431130960583687,1e-05,0.0,1e-05,1e-05,93.54053,67.367226,363.3001,7.8615394,0.9245084098549771,0.46781834309140674,1.7234617391589384,-0.5353299452234378,0.0772241,0.5931235,1.6056818,-1.6272379
412,208601.0,0.0,98745.0,49.0,1824.0,837404.0,0.01,20.0,20.0,0.0,79849.28207993507,,,,0.18114974100567532,0.09606893562557778,0.5737024545669556,0.019082900136709213,9.999999999999999e-06,1.6940658945086007e-21,1e-05,1e-05,100.11906,74.11933,465.9451,5.350916,1.0229673343266201,0.3779876833011948,1.72817432079346,-0.2700439420284811,0.11922912,0.5896505,1.6493164,-1.6107852
413,209118.0,0.0,98494.0,49.0,2070.0,839474.0,0.01,17.0,17.0,0.0,80012.15319013596,,,,0.18132792248947247,0.09150694795064657,0.613184928894043,0.020290277898311615,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,86.84521,65.8089,496.3374,3.0914993,0.8256262818095955,0.5856314082975907,1.7280436972144346,-1.2658372951292427,0.08778543,0.5748352,1.648074,-1.5699127
414,209597.0,0.0,98361.0,49.0,1915.0,841389.0,0.01,18.0,18.0,0.0,80169.96808314323,,,,0.18523883977457725,0.09008275871807025,0.6412774324417114,0.028599798679351807,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,99.65676,70.86013,550.8919,5.7035446,0.904621332276269,0.480313249485751,1.7897446001147839,-0.5231859078689094,0.052911703,0.585657,1.6114687,-1.7021133
415,210065.0,0.0,98085.0,49.0,1874.0,843263.0,0.01,18.0,18.0,0.0,80319.7217540741,,,,0.17548575144834244,0.0904619579283181,0.5854946374893188,0.012280235067009926,1e-05,0.0,1e-05,1e-05,93.863815,71.4018,459.1738,3.503586,0.9108712024743666,0.4861726498222701,1.7640703538420897,-0.6073770507242879,0.028120434,0.5735903,1.6013159,-1.7618732
416,210517.0,0.0,99890.0,50.0,1805.0,845068.0,0.01,21.0,21.0,0.0,80471.50870704651,,,,0.1755176130806131,0.08980047225146694,0.5090994834899902,0.026609018445014954,1e-05,0.0,1e-05,1e-05,84.99375,66.81981,386.51663,3.6778748,1.0696030410537023,0.30473898510535163,1.7328343833064648,0.4612219674180955,0.14471903,0.58413815,1.6651142,-1.6503853
417,211009.0,0.0,99531.0,50.0,1970.0,847038.0,0.01,16.0,16.0,0.0,80627.9120361805,,,,0.1713168877441951,0.08579767421715484,0.570190966129303,0.027017435058951378,1e-05,0.0,1e-05,1e-05,86.10039,62.184578,378.3647,9.240858,0.7919197713841735,0.6549507480093973,1.7125926533702116,-1.9882450577708886,-0.06003377,0.604859,1.6122221,-1.868094
418,211515.0,0.0,99599.0,50.0,2022.0,849060.0,0.01,15.0,15.0,0.0,80793.6997411251,,,,0.1664080513574978,0.08187837516494857,0.5261765718460083,0.019788101315498352,1e-05,0.0,1e-05,1e-05,85.22395,61.09649,415.2199,3.237658,0.7409860994619053,0.6788057509097736,1.7733632246020536,-1.5484550698822672,0.0033622866,0.58002114,1.622221,-1.9504278
419,211988.0,0.0,99654.0,50.0,1894.0,850954.0,0.01,19.0,19.0,0.0,80949.58862829208,,,,0.17637778973368334,0.09184796091178019,0.5523799061775208,0.030255751684308052,9.999999999999999e-06,1.6940658945086007e-21,1e-05,1e-05,97.1054,73.798744,375.6166,7.708083,0.9677499162720345,0.49631447577464644,1.7249786475661497,-1.4224472596472437,0.13438015,0.59088594,1.6700493,-1.6113145
420,212510.0,0.0,99865.0,50.0,2089.0,853043.0,0.01,15.0,15.0,0.0,81129.09731817245,,,,0.17620845743494243,0.09209473263492579,0.714206337928772,0.03017229586839676,1e-05,0.0,1e-05,1e-05,83.4924,63.921116,446.41147,6.118094,0.7185747383085702,0.6579446166121956,1.7629179576400023,-1.4101654034868862,-0.015411059,0.58274966,1.6224865,-1.6485517
421,212998.0,0.0,99848.0,50.0,1949.0,854992.0,0.01,18.0,18.0,0.0,81285.90078735352,,,,0.18553821630087478,0.09673659090835121,0.562042236328125,0.03608052805066109,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,81.728806,61.54029,391.18103,7.6623383,0.8797311357434905,0.5975986866428598,1.738900169191322,-1.2818173849369985,0.03870104,0.594394,1.609286,-1.6121849
422,213484.0,0.0,99845.0,50.0,1945.0,856937.0,0.01,18.0,18.0,0.0,81465.52971601486,,,,0.17251257464259004,0.08667377507597883,0.479657381772995,0.030151914805173874,1e-05,0.0,1e-05,1e-05,80.75373,61.291336,401.02295,3.342681,0.9007366700556664,0.4830475931869111,1.7366382647459626,-0.5158261313265498,0.12011107,0.5776348,1.6206481,-1.544837
423,214007.0,0.0,99966.0,50.0,2093.0,859030.0,0.01,-8.0,-8.0,0.0,81638.32292723656,,,,0.17021055212938876,0.08947541227160917,0.4911922216415405,0.02131108194589615,1e-05,0.0,1e-05,1e-05,84.298485,67.66545,440.8638,5.9828234,-0.08192005193740634,1.0475517809372077,1.7163942040174671,-2.4120221734621112,-0.21653396,0.57694995,1.5709045,-1.8703165
424,214507.0,0.0,99850.0,50.0,1998.0,861028.0,0.01,18.0,18.0,0.0,81807.09254908562,,,,0.19064721436053514,0.09298441180720472,0.6014419794082642,0.032622095197439194,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,95.28618,65.88232,386.93192,8.823739,0.8749916272111228,0.5269606207952071,1.724054686165164,-0.9207536374082564,0.019469908,0.5853659,1.6453657,-1.6131501
425,214972.0,0.0,99646.0,50.0,1862.0,862890.0,0.01,19.0,19.0,0.0,81954.05788111687,,,,0.18496857459346452,0.09922238876420653,0.6584075689315796,0.025269154459238052,1e-05,0.0,1e-05,1e-05,91.85337,65.7179,420.22314,7.1866627,0.9644178546693741,0.44524146298303535,1.7398332277301054,-0.540916468214768,0.119090125,0.5784391,1.6591377,-1.655476
426,215495.0,0.0,99862.0,50.0,2091.0,864981.0,0.01,15.0,15.0,0.0,82119.78966498375,,,,0.18512361664431842,0.09714777170667731,0.6255806684494019,0.02671833336353302,1e-05,0.0,1e-05,1e-05,90.45322,67.95085,469.95233,2.495134,0.7288874160849741,0.6288012353073107,1.7416306879863672,-1.5298954649990733,-0.040580127,0.5914277,1.6175442,-1.9608995
427,216082.0,0.0,98546.0,49.0,2348.0,867329.0,0.01,9.0,9.0,0.0,82310.4444141388,,,,0.195710806623482,0.1020015291797433,0.6543991565704346,0.024349395185709,1e-05,0.0,1e-05,1e-05,83.510284,68.77023,502.41443,3.4260864,0.4885539643953534,0.9501746844432359,1.7300024250510435,-2.317893023442077,-0.091249086,0.5792006,1.5852383,-1.5921602
428,216674.0,0.0,98770.0,49.0,2369.0,869698.0,0.01,10.0,10.0,0.0,82503.99452900887,,,,0.19493544996539885,0.10101144464623056,0.7123857736587524,0.038815468549728394,9.999999999999999e-06,1.6940658945086007e-21,1e-05,1e-05,95.204956,67.3209,374.67917,7.642205,0.5398577884363864,0.9236061950359781,1.729855171776126,-2.5251221210338657,0.044862375,0.5911469,1.6554183,-1.583754
429,217139.0,0.0,98589.0,49.0,1860.0,871558.0,0.01,19.0,19.0,0.0,82650.49819326401,,,,0.20122407772528228,0.10353101319406997,0.8909357190132141,0.03435328230261803,1e-05,0.0,1e-05,1e-05,93.03796,64.56047,424.2805,4.296566,0.9717912289454385,0.43036888940248696,1.7406037965777617,-0.3866614325214496,0.12052002,0.58492154,1.622445,-1.6774611
430,217595.0,0.0,98589.0,49.0,1823.0,873381.0,0.01,21.0,21.0,0.0,82794.53943514824,,,,0.2053659773194803,0.09935633946510707,0.7517483234405518,0.0300308670848608,9.999999999999999e-06,1.6940658945086007e-21,1e-05,1e-05,92.21787,63.35584,434.94534,4.2353125,1.0668728773407052,0.3026264949380093,1.817786499319038,0.4612219674180955,0.16109772,0.57942295,1.6713622,-1.5888463
431,218101.0,0.0,98697.0,49.0,2025.0,875406.0,0.01,17.0,17.0,0.0,82975.58359718323,,,,0.18995074716142632,0.09604400590478908,0.6427021026611328,0.027044298127293587,1e-05,0.0,1e-05,1e-05,101.54321,73.65456,496.18094,6.44167,0.842318359391615,0.581645247619939,1.7618633726599913,-1.2136095796231912,0.07948622,0.57470024,1.618084,-1.5553132
432,218590.0,0.0,98830.0,49.0,1955.0,877361.0,0.01,19.0,19.0,0.0,83140.66248512268,,,,0.18887527809613566,0.09580534784422448,0.5411030650138855,0.02133810520172119,1e-05,0.0,1e-05,1e-05,104.87396,74.75538,542.287,6.4257636,0.9382316178521974,0.4554116774067145,1.7343459645274382,-0.40906980328734355,0.10249637,0.6002152,1.673883,-1.6554928
433,219072.0,0.0,98748.0,49.0,1930.0,879291.0,0.01,18.0,18.0,0.0,83306.45679116249,,,,0.18439591934139304,0.09134645338744284,0.5456364154815674,0.019707538187503815,1e-05,0.0,1e-05,1e-05,109.406815,68.938705,417.49094,8.477795,0.8914227396135432,0.5916981796377446,1.782289012727699,-1.2827000864661726,0.10495539,0.5800835,1.6259508,-1.5698645
434,219520.0,0.0,98610.0,49.0,1790.0,881081.0,0.01,20.0,20.0,0.0,83448.03238606453,,,,0.18847114412776575,0.09049477523606615,0.5297116637229919,0.023746246472001076,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,111.801445,76.4281,431.65726,2.404501,1.033250096783689,0.38661293375366235,1.772428616342506,-0.46702131519168366,0.12879477,0.5846353,1.6727705,-1.5983204
435,219997.0,0.0,98694.0,49.0,1907.0,882988.0,0.01,19.0,19.0,0.0,83603.92348003387,,,,0.18526677974349423,0.08872296275173015,0.668819785118103,0.024656832218170166,9.999999999999999e-06,1.6940658945086007e-21,1e-05,1e-05,114.738304,74.28642,503.32895,4.661711,0.9533453672230277,0.5178318123364439,1.759430102444003,-1.1096115685465917,0.11952674,0.58906174,1.6728469,-1.6197276
436,220569.0,0.0,99054.0,49.0,2290.0,885278.0,0.01,10.0,10.0,0.0,83783.85016512871,,,,0.1957040041997716,0.1045292796903187,0.6722298860549927,0.02935964986681938,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,99.83533,75.355286,424.38284,4.1764154,0.5556390711466671,0.9092352705352014,1.7348568955424528,-2.483029956768798,0.071383774,0.5740474,1.675352,-1.6162745
437,221056.0,0.0,98638.0,49.0,1949.0,887227.0,0.01,18.0,18.0,0.0,83944.61374616623,,,,0.1974792751336367,0.09595096536074715,0.6227867007255554,0.033474888652563095,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,112.057846,73.172714,463.88834,7.9726405,0.8978442443010441,0.6202984562022803,1.7364805260661345,-1.553795322349964,0.12092694,0.58057344,1.6620983,-1.6999732
438,221537.0,0.0,98687.0,49.0,1923.0,889150.0,0.01,18.0,18.0,0.0,84096.5743060112,,,,0.188342649602176,0.08540328220180905,0.48432138562202454,0.020844433456659317,1e-05,0.0,1e-05,1e-05,93.483185,73.68576,501.25037,5.9631405,0.8982899791429644,0.6431952638656058,1.7266729990008574,-2.3463818084705346,0.08785,0.5923286,1.6562117,-1.7062985
439,222110.0,0.0,98961.0,49.0,2290.0,891440.0,0.01,12.0,12.0,0.0,84277.46793699265,,,,0.18349966254039793,0.09574460130759262,0.5559613704681396,0.026693012565374374,1e-05,0.0,1e-05,1e-05,95.02431,67.69874,497.08728,6.747846,0.6108324016252072,0.831632055488074,1.7552150109770994,-2.264178800284206,0.031849522,0.5520367,1.6265177,-1.5873082
440,222606.0,0.0,99001.0,49.0,1986.0,893426.0,0.01,17.0,17.0,0.0,84451.818775177,,,,0.18368195698243536,0.0895206017702899,0.4814786911010742,0.013240818865597248,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,106.9024,71.862335,533.9632,8.593706,0.8364885048212631,0.5883228608299523,1.7368779698374968,-1.4158081317529674,0.048159134,0.5820031,1.6180183,-1.8954601
441,223054.0,0.0,98856.0,49.0,1793.0,895219.0,0.01,20.0,20.0,0.0,84605.93020105362,,,,0.18681726542334737,0.09137604253987643,0.5879524350166321,0.018489427864551544,1e-05,0.0,1e-05,1e-05,101.62179,70.198,478.13773,5.3820934,1.0227546512340753,0.4035769320413676,1.8081857111797266,-0.38891330203082175,0.112678446,0.58348536,1.641886,-1.6397293
442,223502.0,0.0,98042.0,49.0,1790.0,897009.0,0.01,20.0,20.0,0.0,84746.96600222588,,,,0.1826619097683787,0.08942218485764811,0.5190873146057129,0.033099256455898285,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,99.55746,69.812454,452.5693,7.691342,1.031986189066488,0.3847567928314172,1.7578636923793058,-0.29680926338313085,0.13341142,0.58178914,1.6526908,-1.5307032
443,223985.0,0.0,99973.0,50.0,1931.0,898940.0,0.01,18.0,18.0,0.0,84904.2582142353,,,,0.1712877208147175,0.09006702693932161,0.70047926902771,0.019170893356204033,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,106.34291,73.08745,496.7747,7.0500774,0.8988380124704706,0.4881088792218948,1.7311428705218534,-0.5365848049638449,0.07766656,0.5900142,1.6503869,-1.6692636
444,224484.0,0.0,97911.0,49.0,1997.0,900937.0,0.01,16.0,16.0,0.0,85074.90194916725,,,,0.16779761787556216,0.07877002400338529,0.4592078924179077,0.026813657954335213,1e-05,0.0,1e-05,1e-05,99.91964,69.50665,458.73352,8.498399,0.7963631267603074,0.6582251515861275,1.7161208311084013,-1.5657979502505,-0.051644925,0.6100064,1.6416808,-1.7706137
445,224939.0,0.0,99732.0,50.0,1821.0,902758.0,0.01,19.0,19.0,0.0,85225.00694513321,,,,0.1662022972008684,0.07797516382523768,0.5348209738731384,0.023678645491600037,1e-05,0.0,1e-05,1e-05,98.1479,64.66172,381.95178,10.798386,0.9680188951344816,0.5172322394140789,1.7242930451396208,-1.3168596890584614,0.06057702,0.6023347,1.6365045,-1.6247727
446,225391.0,0.0,99071.0,50.0,1806.0,904564.0,0.01,21.0,21.0,0.0,85367.22994709015,,,,0.16560399903198786,0.07699527827874217,0.48555833101272583,0.025049401447176933,1e-05,0.0,1e-05,1e-05,98.89114,61.531555,349.31482,7.2884607,1.0738755966185012,0.3053022535545317,1.7496740141871672,0.4612219674180955,0.17075542,0.58104265,1.6636112,-1.5973072
447,225851.0,0.0,98679.0,50.0,1843.0,906407.0,0.01,19.0,19.0,0.0,85512.10442590714,,,,0.16560706855810206,0.08213806159852317,0.595449686050415,0.015511823818087578,9.999999999999999e-06,1.6940658945086007e-21,1e-05,1e-05,87.592316,62.733704,395.92563,5.0517564,0.9807864335246805,0.4330538629804199,1.769138596391986,-0.4824170752432546,0.13265608,0.5808465,1.6204786,-1.5783917
448,226303.0,0.0,98647.0,50.0,1808.0,908215.0,0.01,20.0,20.0,0.0,85654.36048817635,,,,0.1604039888011246,0.07949426475702916,0.5256015658378601,0.03195833042263985,1e-05,0.0,1e-05,1e-05,86.91968,60.208626,363.72842,6.4591074,1.0298540691158031,0.3826235064218166,1.7663825968268614,-0.3580375418183981,0.14281744,0.58456624,1.6429292,-1.6102191
449,226769.0,0.0,98605.0,50.0,1861.0,910076.0,0.01,19.0,19.0,0.0,85811.88170909882,,,,0.16309007650982307,0.08315693005870248,0.5263515710830688,0.01781841367483139,1e-05,0.0,1e-05,1e-05,92.1731,65.42412,448.6631,6.7026834,0.9584304851021888,0.4401365411395898,1.7196091631415586,-0.5321105822151835,0.0991233,0.59116435,1.6377231,-1.66961
450,227291.0,0.0,98869.0,50.0,2088.0,912164.0,0.01,15.0,15.0,0.0,85984.89413619041,,,,0.1597288863312353,0.08713733403113036,0.5281745791435242,0.01852332055568695,1e-05,0.0,1e-05,1e-05,86.23043,61.708817,382.15482,4.561632,0.7445357854156139,0.6198223102633725,1.7291946033004026,-1.3673522753261955,0.08698696,0.56579417,1.6450615,-1.5914599
451,227734.0,0.0,98620.0,50.0,1773.0,913937.0,0.01,20.0,20.0,0.0,86124.94575119019,,,,0.15853268326035203,0.08402402855975974,0.4481942057609558,0.021043676882982254,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,88.80696,64.57663,363.82773,5.769411,1.0346668283346718,0.3884723730676641,1.7684101382258635,-0.343501720116602,0.12763686,0.5798902,1.655844,-1.6123568
452,228199.0,0.0,98563.0,50.0,1862.0,915799.0,0.01,18.0,18.0,0.0,86290.67664813995,,,,0.15629569634154278,0.07746629045532114,0.46404483914375305,0.029102064669132233,1e-05,0.0,1e-05,1e-05,94.086426,64.95898,319.24854,6.2551064,0.9383677649525977,0.5381367151768082,1.729200235939334,-1.2844206967274916,0.038617752,0.5934366,1.6207242,-1.6379714
453,228914.0,0.0,99091.0,50.0,2860.0,918659.0,0.01,-1.0,-1.0,0.0,86517.2126493454,,,,0.1544132837008278,0.07907767061626186,0.5584928393363953,0.017655961215496063,1e-05,0.0,1e-05,1e-05,85.70784,60.12737,352.32224,7.4316587,0.1967576172548994,0.9822376488139861,1.7522734025481443,-2.482902184186179,-0.028513402,0.5449862,1.6558247,-1.6582447
454,229461.0,0.0,99294.0,50.0,2186.0,920845.0,0.01,11.0,11.0,0.0,86697.59768128395,,,,0.16484587018347377,0.08568789218025012,0.6472496390342712,0.027353979647159576,1e-05,0.0,1e-05,1e-05,92.629814,66.26003,513.49414,6.253652,0.576065094830149,0.8192143408442434,1.746134809589694,-2.4997882843597554,0.0008474852,0.5789749,1.639171,-1.68725
455,229923.0,0.0,98499.0,50.0,1850.0,922695.0,0.01,18.0,18.0,0.0,86843.73601913452,,,,0.1737967748194933,0.09285815880150312,0.5279990434646606,0.015573374927043915,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,80.18141,66.04058,375.79608,4.9278636,0.9203826830468446,0.5694214796902528,1.8060026358219041,-1.286720248628379,0.08219947,0.5706179,1.6406589,-1.6449484
456,230358.0,0.0,98413.0,50.0,1737.0,924432.0,0.01,21.0,21.0,0.0,86995.03677916527,,,,0.15974660237504315,0.08171108272505291,0.5133436322212219,0.03410109505057335,1.0000000000000003e-05,1.6940658945086007e-21,1e-05,1e-05,86.13692,61.344227,427.93997,7.0919867,1.0921958685910724,0.30629659108549107,1.7568578043940764,0.4612219674180955,0.14182225,0.5813697,1.6373965,-1.6303622
